
Friday	time
,	time
January	time
3	time
,	time
2014	time

Preston	place
,	place
Victoria	place
,	place
Australia	place

On	O
Saturday	time
,	O
Wikinews	organization
interviewed	O
Tina	person
McKenzie	person
,	O
a	person
former	person
member	person
of	person
the	person
Australia	person
women	person
's	person
national	person
wheelchair	person
basketball	person
team	person
,	O
known	O
as	O
the	organization
Gliders	organization
.	O

McKenzie	person
,	O
a	person
silver	person
and	person
bronze	person
Paralympic	person
medalist	person
in	person
wheelchair	person
basketball	person
,	O
retired	O
from	O
the	abstract
game	abstract
after	O
the	O
2012	event
Summer	event
Paralympics	event
in	O
London	place
.	O

Wikinews	organization
caught	O
up	O
with	O
her	person
in	O
a	place
cafe	place
in	place
the	place
leafy	place
Melbourne	place
suburb	place
of	place
Preston	place
.	O

[	O
The	event
Spitfire	event
Tournament	event
in	event
Canada	event
]	O
was	O
a	O
really	O
good	O
tournament	O
actually	O
.	O

It	event
was	O
a	O
tournament	O
that	O
I	person
wish	O
we	organization
'd	O
actually	O
gone	O
back	O
to	O
more	O
often	O
.	O

Who	O
plays	O
in	O
that	event
one	event
?	O

It	event
's	O
quite	O
a	O
large	O
Canadian	O
tournament	O
,	O
and	O
so	O
we	organization
went	O
as	O
the	organization
Gliders	organization
team	organization
.	O

So	O
we	organization
were	O
trying	O
to	O
get	O
as	O
many	O
international	event
games	event
as	O
possible	O
.	O

Cause	O
that	O
's	O
one	abstract
of	abstract
our	abstract
problems	abstract
really	O
,	O
to	abstract
compete	abstract
.	O

It	abstract
costs	O
us	organization
so	O
much	O
money	O
to	O
for	abstract
us	abstract
to	abstract
travel	abstract
overseas	abstract
and	abstract
to	abstract
compete	abstract
internationally	abstract
.	O

And	O
so	O
we	organization
can	O
compete	O
against	O
each	organization
other	organization
all	O
the	O
time	O
within	O
Australia	place
but	O
we	organization
really	O
need	O
to	O
be	O
able	O
to	O
...	O

It	O
's	O
not	O
the	O
same	O
.	O

No	O
,	O
it	O
's	O
really	O
not	O
,	O
so	O
it	O
's	O
really	O
important	O
to	O
be	O
able	O
to	O
get	O
as	O
a	O
many	event
international	event
trips	event
throughout	O
the	O
year	O
to	O
continue	O
our	abstract
improvement	abstract
.	O

Also	O
see	O
where	O
all	O
the	O
other	organization
teams	organization
are	O
at	O
as	O
well	O
.	O

But	O
yes	O
,	O
Spitfire	event
was	O
good	O
.	O

We	organization
took	O
quite	O
a	organization
few	organization
new	organization
girls	organization
over	O
there	event
back	O
then	O
in	O
2005	time
,	O
leading	O
into	O
the	event
World	event
Cup	event
in	O
the	place
Netherlands	place
.	O

Was	O
that	O
the	event
one	event
where	event
you	event
were	event
the	event
captain	event
of	event
the	event
team	event
,	O
in	O
2005	time
?	O

Or	O
was	O
that	O
a	event
later	event
one	event
?	O

No	O
,	O
I	person
captained	O
in	O
2010	time
.	O

So	O
2009	time
,	O
2010	time
World	event
Cup	event
.	O

And	O
then	O
I	person
had	O
a	O
bit	O
of	O
some	O
time	O
off	O
in	O
2011	time
.	O

The	organization
Gliders	organization
have	O
never	O
won	O
the	event
World	event
Championship	event
.	O

We	event
always	event
seem	event
to	event
have	event
just	event
a	event
little	event
bit	event
of	event
a	event
chill	event
out	event
at	event
the	event
World	event
Cup	event
.	event

I	person
do	O
n't	O
know	O
why	O
.	O

It	abstract
's	O
really	O
strange	O
occurrence	O
,	O
over	O
the	O
years	O
.	O

2002	time
World	event
Cup	event
,	O
we	organization
won	O
bronze	object
.	O

Then	O
in	O
2006	time
we	organization
ended	O
up	O
fourth	O
.	O

It	event
was	O
one	O
of	O
the	O
worst	O
World	event
Cups	event
we	O
've	O
played	O
actually	O
.	O

And	O
then	O
in	O
2010	time
we	organization
just	O
...	O
I	person
do	O
n't	O
know	O
what	O
happened	O
.	O

We	organization
just	O
did	O
n't	O
play	O
as	O
well	O
as	O
we	organization
thought	O
we	O
would	O
.	O

Came	O
fourth	O
.	O

But	O
you	O
know	O
what	O
?	O

Fired	O
us	organization
up	O
for	O
the	event
actual	event
Paralympics	event
.	O

So	O
the	event
World	event
Cup	event
is	O
...	O
it	abstract
's	O
good	O
to	abstract
be	abstract
able	abstract
to	abstract
do	abstract
well	abstract
at	abstract
the	abstract
World	abstract
Cup	abstract
,	abstract
to	abstract
be	abstract
placed	abstract
,	O
but	O
it	abstract
also	O
means	O
that	O
you	O
get	O
a	O
really	O
good	O
opportunity	O
to	O
know	O
where	O
you	O
're	O
at	O
in	O
that	time
two	time
year	time
gap	time
between	time
the	time
Paralympics	time
.	O

So	O
you	O
can	O
come	O
back	O
home	O
and	O
revisit	O
what	O
you	O
need	O
to	O
do	O
and	O
,	O
you	O
know	O
,	O
where	O
the	organization
team	organization
's	O
at	O
.	O

And	O
all	O
that	O
sort	O
of	O
stuff	O
.	O

Unfortunately	O
,	O
they	person
are	O
talking	O
about	O
moving	event
it	event
so	O
it	event
will	O
be	O
on	O
the	O
year	O
before	O
the	event
Paralympics	event
.	O

Oh	O
really	O
.	O

The	event
competition	event
from	event
the	event
[	event
FIFA	event
]	event
World	event
Cup	event
and	event
all	event
.	O

Right	O
.	O

Well	O
,	O
that	event
would	O
be	O
sad	O
.	O
