
Wikinews	organization
interviews	O
New	place
York	place
bar	place
owner	person
on	O
Santorum	substance
cocktail	substance

Thursday	time
,	O
March	time
15	time
,	O
2012	time

Wikinews	organization
interviewed	O
one	person
of	person
the	person
owners	person
of	person
a	person
New	person
York	person
City	person
bar	person
about	O
a	O
popular	O
new	O
politically-themed	O
cocktail	substance
drink	O
called	O
Santorum	substance
.	O

The	substance
beverage	substance
was	O
inspired	O
by	O
the	abstract
santorum	abstract
neologism	abstract
coined	O
in	O
advice	person
columnist	person
Dan	person
Savage	person
's	O
column	place
Savage	place
Love	place
in	O
response	abstract
to	O
comments	abstract
made	O
by	O
former	person
Pennsylvania	person
Senator	person
Rick	person
Santorum	person
about	O
homosexuality	abstract
;	O

Savage	person
's	person
readers	person
voted	O
to	O
define	O
santorum	abstract
as	O
;	O
"	O
the	abstract
frothy	abstract
mixture	abstract
of	abstract
lube	abstract
and	abstract
fecal	abstract
matter	abstract
that	abstract
is	abstract
sometimes	abstract
the	abstract
byproduct	abstract
of	abstract
anal	abstract
sex	abstract
.	O
"	O

Background	abstract

The	abstract
santorum	abstract
neologism	abstract
has	O
inspired	O
satirical	O
forms	O
of	O
parody	abstract
,	O
including	O
this	O
political	object
cartoon	object
by	O
Saturday	person
Morning	person
Breakfast	person
Cereal	person
webcomic	person
artist	person
Zach	person
Weiner	person
.	O

2012	time
.	O

Image	object
;	O
Zach	person
Weiner	person
.	O

The	organization
Pacific	organization
Standard	organization
bar	organization
is	O
located	O
in	O
Brooklyn	place
,	O
New	place
York	place
,	O
and	O
is	O
co-owned	O
by	O
Jonathan	person
M.	person
Stan	person
and	person
John-Christian	person
G.	person
Rauschenberg	person
.	O

Stan	person
commented	O
on	O
the	event
creation	event
of	event
the	event
Santorum	event
cocktail	event
,	O
"	O
When	O
he	person
was	O
winning	O
in	O
the	event
polls	event
,	O
I	person
thought	O
,	O
'	O
OK	O
,	O
I	person
'll	O
do	O
a	substance
Santorum	substance
'	O
.	O
"	O

Regarding	O
how	O
long	O
the	substance
beverage	substance
will	O
be	O
made	O
