
Hundreds	person
dead	O
in	O
Hajj	event
stampede	event

Thursday	time
,	O
January	time
12	time
,	time
2006	time

The	place
Plains	place
of	place
Arafat	place
on	O
the	time
day	time
of	time
Hajj	time

According	O
to	O
the	organization
Saudi	organization
Interior	organization
Ministry	organization
over	person
345	person
Muslim	person
pilgrims	person
have	O
been	O
killed	O
in	O
a	event
stampede	event
during	O
the	event
annual	event
Hajj	event
pilgrimage	event
near	O
Mecca	place
,	O
Saudi	place
Arabia	place
.	O

The	event
stampede	event
at	event
Islam	event
's	event
most	event
holy	event
site	event
happened	O
at	O
Jamarat	place
Bridge	place
,	O
during	O
an	event
event	event
where	O
pebbles	object
are	O
thrown	O
at	O
a	object
pillar	object
to	O
represent	O
the	event
stoning	event
of	event
Satan	event
as	O
part	O
of	O
the	event
final	event
rites	event
of	event
the	event
Hajj	event
.	O

The	event
stampede	event
began	O
when	O
luggage	object
from	object
a	object
bus	object
tripped	O
pilgrims	person
at	person
the	person
eastern	person
end	person
of	person
the	person
wall	person
,	O
causing	O
a	object
bottleneck	object
.	O

Those	O
who	O
were	O
tripped	O
were	O
then	O
crushed	O
by	O
the	person
wave	person
of	person
people	person
behind	person
them	person
.	O

Muslims	person
are	O
required	O
to	O
make	O
a	O
pilgrimage	event
to	event
Mecca	event
during	O
their	abstract
lifetimes	abstract
,	O
if	O
physically	O
or	O
financially	O
possible	O
,	O
as	O
it	event
is	O
one	abstract
of	abstract
the	abstract
five	abstract
pillars	abstract
of	abstract
the	abstract
Islamic	abstract
faith	abstract
.	O

Saudi	person
officials	person
had	O
already	O
provided	O
safeguards	object
by	O
installing	O
an	object
oval	object
wall	object
with	object
padded	object
edges	object
to	O
protect	O
pilgrams	person
from	O
a	event
crush	event
,	O
installed	O
security	object
cameras	object
and	O
placed	O
over	person
60,000	person
security	person
personnel	person
in	O
the	place
area	place
.	O

This	event
is	O
not	O
the	O
first	O
time	O
deadly	event
stampedes	event
have	O
taken	O
place	O
during	O
the	event
Hajj	event
,	O
with	O
the	event
deadliest	event
stampede	event
during	O
the	event
1991	event
Hajj	event
,	O
in	O
which	O
1,426	person
pilgrims	person
were	O
trampled	O
.	O
