
Greek	event
court	event
rules	event
worship	event
of	event
ancient	event
Greek	event
deities	event
is	event
legal	event

Monday	time
,	time
March	time
27	time
,	time
2006	time

Greek	event
court	event
has	event
ruled	event
that	event
worshippers	event
of	event
the	event
ancient	event
Greek	event
religion	event
may	event
now	event
formally	event
associate	event
and	event
worship	event
at	event
archeological	event
sites	event
.	O

Prior	O
to	O
the	event
ruling	event
,	O
the	event
religion	event
was	event
banned	event
from	event
conducting	event
public	event
worship	event
at	event
archeological	event
sites	event
by	O
the	organization
Greek	organization
Ministry	organization
of	organization
Culture	organization
.	O

Due	O
to	O
that	event
,	O
the	organization
religion	organization
was	O
relatively	O
secretive	O
.	O

The	organization
Greek	organization
Orthodox	organization
Church	organization
,	O
a	organization
Christian	organization
denomination	organization
,	O
is	O
extremely	O
critical	O
of	O
worshippers	person
of	person
the	person
ancient	person
deities	person
.	O

Today	time
,	O
about	person
100,000	person
Greeks	person
worship	O
the	abstract
ancient	abstract
gods	abstract
,	O
such	O
as	O
Zeus	person
,	O
Hera	person
,	O
Poseidon	person
,	O
Aphrodite	person
,	O
and	O
Athena	person
.	O

The	organization
Greek	organization
Orthodox	organization
Church	organization
estimates	O
that	quantity
number	quantity
is	O
closer	O
to	O
40,000	O
.	O
