
Warhol	abstract
's	abstract
photo	abstract
legacy	abstract
spread	O
by	O
university	event
exhibits	event

Tuesday	time
,	time
January	time
28	time
,	time
2014	time

Portrait	object
shot	object
of	object
Dennis	object
Hopper	object
,	O
famous	O
for	O
his	abstract
role	abstract
in	abstract
the	abstract
1969	abstract
film	abstract
Easy	abstract
Rider	abstract
,	O
amongst	O
the	object
Warhol	object
Polaroids	object
donated	O
to	O
USI	organization
by	O
the	organization
Andy	organization
Warhol	organization
Foundation	organization
for	organization
the	organization
Visual	organization
Arts	organization
.	O

Image	O
:	O
Andy	person
Warhol	person
.	O

Opening	time
night	time
,	time
January	time
23	time
,	time
2014	time
,	O
of	O
the	event
Andy	event
Warhol	event
exhibit	event
of	event
Polaroids	event
and	event
screen	event
prints	event
at	O
the	organization
University	organization
of	organization
Southern	organization
Indiana	organization
.	O

Video	O
:	O
Miharris	person
&	O
Acphillips	person
.	O

Evansville	place
,	place
Indiana	place
,	place
United	place
States	place
-	O

This	time
past	time
week	time
marked	O
the	event
opening	event
night	event
of	event
an	event
Andy	event
Warhol	event
exhibit	event
at	O
the	organization
University	organization
of	organization
Southern	organization
Indiana	organization
.	O

USI	place
's	place
art	place
gallery	place
,	O
like	O
189	place
other	place
educational	place
galleries	place
and	place
museums	place
around	place
the	place
country	place
,	O
is	O
a	O
recipient	O
of	O
a	abstract
major	abstract
Warhol	abstract
donor	abstract
program	abstract
,	O
and	O
this	abstract
program	abstract
is	O
cultivating	O
new	O
interest	O
in	O
Warhol	abstract
's	abstract
photographic	abstract
legacy	abstract
.	O

Wikinews	person
reporters	person
attended	O
the	event
opening	event
and	O
spoke	O
to	O
donors	person
,	O
exhibit	person
organizers	person
and	O
patrons	person
.	O

The	place
USI	place
art	place
gallery	place
celebrated	O
the	event
Thursday	event
opening	event
with	O
its	place
display	O
of	O
Warhol	object
's	object
Polaroids	object
,	O
gelatin	object
silver	object
prints	object
and	O
several	object
colored	object
screen	object
prints	object
.	O

USI	event
's	event
exhibit	event
,	O
which	O
is	O
located	O
in	O
Evansville	place
,	place
Indiana	place
,	O
is	O
to	O
run	O
from	O
January	time
23	time
through	O
March	time
9	time
.	O

Full	event
interview	event
with	event
Kristin	event
Wilkins	event
,	O
curator	person
of	person
the	person
exhibition	person
at	O
the	organization
University	organization
of	organization
Southern	organization
Indiana	organization
.	O

Audio	O
:	O
Jkthom	person
.	O

The	organization
McCutchan	organization
Art	organization
Center	organization
/	organization
Pace	organization
Galleries	organization
at	O
USI	organization
bases	O
its	event
exhibit	event
around	O
roughly	object
100	object
Polaroids	object
selected	O
from	O
its	abstract
collection	abstract
.	O

The	event
Polaroids	event
were	event
all	event
donated	event
by	event
the	event
Andy	event
Warhol	event
Photographic	event
Legacy	event
Program	event
,	O
according	O
to	O
Kristen	person
Wilkins	person
,	O
assistant	person
professor	person
of	person
photography	person
and	person
curator	person
of	person
the	person
exhibit	person
.	O

The	organization
Andy	organization
Warhol	organization
Foundation	organization
for	organization
the	organization
Visual	organization
Arts	organization
made	O
two	event
donations	event
to	O
USI	abstract
Art	abstract
Collections	abstract
,	O
in	O
2007	time
and	O
a	event
second	event
recently	O
.	O

Kathryn	person
Waters	person
,	O
director	person
of	person
the	person
gallery	person
,	O
expressed	O
interest	O
in	O
further	abstract
donations	abstract
from	O
the	organization
foundation	organization
in	O
the	O
future	O
.	O

Since	O
2007	time
the	abstract
Andy	abstract
Warhol	abstract
Photographic	abstract
Legacy	abstract
Program	abstract
has	O
seeded	O
university	organization
art	organization
galleries	organization
throughout	O
the	place
United	place
States	place
with	O
over	object
28,000	object
Andy	object
Warhol	object
photographs	object
and	object
other	object
artifacts	object
.	O

The	abstract
program	abstract
takes	O
a	O
decentralized	O
approach	O
to	O
Warhol	object
's	object
photography	object
collection	object
and	O
encourages	O
university	organization
art	organization
galleries	organization
to	O
regularly	O
disseminate	O
and	O
educate	O
audiences	O
about	O
Warhol	abstract
's	abstract
artistic	abstract
vision	abstract
,	O
especially	O
in	O
the	O
area	O
of	O
photography	abstract
.	O

University	event
exhibits	event

Kristen	person
Wilkins	person
,	O
curator	person
of	person
"	person
Andy	person
Warhol	person
:	person
Photographs	person
and	person
Prints	person
from	person
the	person
University	person
Collection	person
"	person
at	O
the	organization
University	organization
of	organization
Southern	organization
Indiana	organization
,	O
January	time
23	time
-	O
March	time
9	time
2014	time
.	O

Image	O
:	O
Snbehnke	person
.	O

Wikinews	organization
provides	O
additional	object
video	object
,	object
audio	object
and	object
photographs	object
so	O
our	person
readers	person
may	O
learn	O
more	O
.	O

Wilkins	person
observed	O
that	O
the	time
2007	time
starting	time
date	time
of	O
the	abstract
donation	abstract
program	abstract
,	O
which	O
is	O
part	O
of	O
the	organization
Andy	organization
Warhol	organization
Foundation	organization
for	organization
the	organization
Visual	organization
Arts	organization
,	O
coincided	O
with	O
the	event
20th	event
anniversary	event
of	event
Andy	event
Warhol	event
's	event
death	event
in	event
1987	event
.	O

USI	organization
was	O
not	O
alone	O
in	O
receiving	O
a	abstract
donation	abstract
.	O

K.C.	O
Maurer	person
,	O
chief	person
financial	person
officer	person
and	person
treasurer	person
at	person
the	person
Andy	person
Warhol	person
Foundation	person
,	O
said	O
500	organization
institutions	organization
received	O
the	event
initial	event
invitation	event
and	O
currently	O
190	organization
universities	organization
have	O
accepted	O
one	abstract
or	abstract
more	abstract
donations	abstract
.	O

Institutional	organization
recipients	organization
,	O
said	O
Mauer	person
,	O
are	O
required	O
to	O
exhibit	O
their	object
donated	object
Warhol	object
photographs	object
every	O
ten	O
years	O
as	O
one	abstract
stipulation	abstract
.	O

While	O
USI	organization
is	O
holding	O
its	event
exhibit	event
,	O
there	O
are	O
also	O
Warhol	event
Polaroid	event
exhibits	event
at	O
the	organization
Tang	organization
Teaching	organization
Museum	organization
and	organization
Art	organization
Gallery	organization
at	organization
Skidmore	organization
College	organization
in	O
Saratoga	place
Springs	place
,	place
New	place
York	place
and	O
an	O
Edward	event
Steichen	event
and	event
Andy	event
Warhol	event
exhibit	event
at	O
the	organization
Mary	organization
&	organization
Leigh	organization
Block	organization
Museum	organization
of	organization
Art	organization
at	O
Northwestern	organization
University	organization
in	O
Evanston	place
,	place
Illinois	place
.	O

All	O
have	O
received	O
Polaroids	object
from	O
the	organization
foundation	organization
.	O

University	event
exhibits	event
can	O
