
Over	person
900	person
asylum	person
seekers	person
rescued	O
off	place
Indonesian	place
coast	place

Monday	time
,	O
May	time
18	time
,	time
2015	time

On	O
Friday	time
,	O
fishermen	person
rescued	O
over	person
700	person
asylum	person
seekers	person
whose	object
boat	object
sank	O
,	O
and	O
the	organization
Indonesian	organization
Navy	organization
reportedly	O
saved	O
200	person
more	person
after	O
they	person
were	O
found	O
swimming	O
along	O
the	place
coast	place
of	place
Aceh	place
,	place
Indonesia	place
.	O

Major	person
general	person
Fuad	person
Basya	person
,	O
spokesman	person
for	person
the	person
Indonesian	person
military	person
,	O
said	O
fisherman	person
first	O
noticed	O
the	person
people	person
and	O
a	object
warship	object
was	O
deployed	O
to	O
retrieve	O
them	person
.	O

The	person
rescued	person
members	person
included	O
Bangladeshis	person
and	O
Rohingya	person
,	O
a	person
stateless	person
minority	person
of	person
Muslims	person
from	person
Myanmar	person
.	O

Myanmar	place
is	O
mainly	O
Buddhist	abstract
and	O
the	organization
United	organization
Nations	organization
rates	O
the	person
Rohingya	person
among	O
the	abstract
world	abstract
's	abstract
most	abstract
persecuted	abstract
groups	abstract
.	O

According	O
to	O
ABC	organization
News	organization
,	O
Basya	person
also	O
believes	O
the	person
asylum	person
seekers	person
found	O
in	O
the	place
water	place
may	O
have	O
left	O
the	place
boat	place
on	O
purpose	O
to	O
be	O
rescued	O
to	O
avoid	O
being	O
sent	O
away	O
from	O
Indonesia	substance
waters	substance
.	O

Malaysia	place
and	O
Indonesia	place
have	O
maintained	O
a	abstract
policy	abstract
of	abstract
turning	abstract
away	abstract
boats	abstract
of	abstract
migrants	abstract
which	O
,	O
according	O
to	O
AFP	organization
,	O
the	organization
Untied	organization
Nations	organization
and	O
United	organization
States	organization
have	O
both	O
criticised	O
.	O

One	person
Rohingya	person
,	O
Muhammad	person
Amin	person
,	O
the	object
first	object
boat	object
rescued	O
on	O
Friday	time
was	O
turned	O
around	O
twice	O
,	O
toward	O
Malaysia	place
by	O
Indonesian	organization
navy	organization
and	O
then	O
toward	O
Indonesia	place
by	O
Malaysian	organization
navy	organization
.	O

Discussing	O
his	abstract
concern	abstract
in	O
a	abstract
public	abstract
statement	abstract
,	O
Malaysia	person
's	person
Prime	person
Minister	person
,	O
Najib	person
Razak	person
said	O
,	O
"	O
We	person
are	O
in	O
contact	abstract
with	O
all	organization
relevant	organization
parties	organization
,	O
with	O
whom	organization
we	person
share	O
the	person
desire	person
to	O
find	O
a	abstract
solution	abstract
to	abstract
this	abstract
crisis	abstract
"	O
.	O

Thailand	place
has	O
recently	O
cracked	O
down	O
on	O
human	abstract
trafficking	abstract
,	O
which	O
has	O
affected	O
the	place
routes	place
by	O
which	place
people-smugglers	person
transport	O
migrants	person
.	O

The	organization
US	organization
State	organization
Department	organization
said	O
John	person
Kerry	person
,	O
the	person
Secretary	person
of	person
State	person
,	O
contacted	O
Thailand	person
's	person
foreign	person
minister	person
over	O
temporary	abstract
housing	abstract
for	abstract
the	abstract
Rohingya	abstract
out	abstract
at	abstract
sea	abstract
.	O

Jeff	person
Rathke	person
,	O
the	person
State	person
Department	person
Spokesperson	person
,	O
said	O
,	O
"	O
We	organization
urge	O
the	organization
governments	organization
of	organization
the	organization
region	organization
to	O
work	O
together	O
quickly	O
,	O
first	O
and	O
foremost	O
,	O
to	O
save	O
the	person
lives	person
of	person
migrants	person
now	person
at	person
sea	person
who	O
are	O
in	O
need	O
of	O
an	abstract
immediate	abstract
rescue	abstract
effort	abstract
"	O
.	O

Rathke	person
also	O
asked	O
the	organization
governments	organization
of	organization
South	organization
East	organization
Asia	organization
not	O
to	O
turn	O
away	O
boats	object
of	object
people	object
seeking	O
asylum	O
.	O
