
Australian	person
woman	person
claims	O
Church	organization
of	organization
Scientology	organization
imprisoned	O
her	person
for	O
twelve	time
years	time

Thursday	time
,	O
May	time
7	time
,	time
2015	time

Valeska	person
Paris	person
,	O
an	person
Australian	person
woman	person
and	person
former	person
Scientologist	person
,	O
has	O
claimed	O
that	O
the	organization
Church	organization
of	organization
Scientology	organization
imprisoned	O
her	person
for	O
twelve	time
years	time
aboard	O
the	object
Scientology	object
-	object
owned	object
cruise	object
ship	object
,	O
Freewinds	object
.	O

The	object
Church	object
of	object
Scientology	object
's	object
cruise	object
ship	object
Freewinds	object
in	O
Bonaire	place
.	O

Paris	person
was	O
born	O
in	O
Switzerland	place
but	O
her	person
parents	person
moved	O
her	person
to	O
the	place
United	place
Kingdom	place
when	O
she	person
was	O
six	O
so	O
they	person
could	O
be	O
closer	O
to	O
the	place
church	place
's	place
headquarters	place
.	O

She	person
joined	O
the	organization
Sea	organization
Org	organization
aged	O
14	O
.	O

In	O
1995	time
,	O
at	O
age	O
seventeen	O
,	O
she	person
was	O
told	O
to	O
disconnect	O
from	O
her	person
mother	person
.	O

Paris	person
claims	O
she	person
was	O
first	O
sent	O
to	O
the	place
ship	place
aged	O
eighteen	O
for	O
two	time
weeks	time
as	time
a	time
teenager	time
but	O
ended	O
up	O
spending	O
twelve	time
years	time
there	place
.	O

Paris	person
also	O
claims	O
that	O
her	object
passport	object
was	O
taken	O
away	O
from	O
her	person
and	O
she	person
was	O
forced	O
to	O
work	O
in	O
the	place
engine	place
room	place
.	O

I	person
was	O
basically	O
hauled	O
in	O
and	O
told	O
that	O
my	person
mum	person
had	O
attacked	O
the	organization
church	organization
and	O
that	O
I	person
needed	O
to	O
disconnect	O
from	O
her	person
because	O
she	person
was	O
suppressive	O
.	O
Valeska	person
Paris	person

I	person
was	O
basically	O
hauled	O
in	O
and	O
told	O
that	O
my	person
mum	person
had	O
attacked	O
the	organization
church	organization
and	O
that	O
I	person
needed	O
to	O
disconnect	O
from	O
her	person
because	O
she	person
was	O
suppressive	O
.	O

Her	person
mother	person
had	O
spoken	O
out	O
against	O
Scientology	organization
on	O
French	abstract
television	abstract
after	O
her	person
ex-husband	person
and	O
Paris	person
's	person
father	person
,	O
Albert	person
Jaquier	person
,	O
committed	O
suicide	event
after	O
he	person
lost	O
his	abstract
fortune	abstract
to	O
Scientology	organization
.	O

Paris	person
claims	O
that	O
she	person
was	O
kept	O
at	O
Flag	place
Land	place
Base	place
in	O
Clearwater	place
,	place
Florida	place
until	O
she	person
was	O
eighteen	O
and	O
then	O
transferred	O
to	O
the	place
Freewinds	place
.	O

On	O
board	O
the	place
Freewinds	place
,	O
Paris	person
claims	O
that	O
she	person
was	O
working	O
from	O
6:00am	time
to	O
midnight	time
and	O
due	O
to	O
lack	abstract
of	abstract
sleep	abstract
ended	O
up	O
being	O
a	person
walking	person
zombie	person
.	O

She	person
also	O
claims	O
that	O
in	O
1997	time
and	O
1998	time
,	O
she	person
was	O
tasked	O
with	O
removal	event
of	event
asbestos	event
from	O
the	place
ship	place
.	O

In	O
2007	time
,	O
Paris	person
left	O
the	place
ship	place
after	O
a	event
confrontation	event
with	event
the	event
ship	event
's	event
management	event
.	O

She	person
was	O
eventually	O
sent	O
to	O
Rehabilitation	organization
Project	organization
Force	organization
in	O
Sydney	place
,	O
which	O
the	organization
Church	organization
describes	O
as	O
a	place
religious	place
retreat	place
,	O
but	O
critics	person
charge	O
is	O
a	O
forced	place
work	place
camp	place
.	O

Here	place
,	O
she	person
met	O
her	person
future	person
husband	person
and	O
subsequently	O
left	O
the	organization
church	organization
.	O

In	O
a	abstract
statement	abstract
to	abstract
the	abstract
Australian	abstract
Broadcasting	abstract
Corporation	abstract
,	O
the	organization
Church	organization
denied	O
these	abstract
allegations	abstract
:	O

She	person
certainly	O
was	O
n't	O
'	O
forced	O
'	O
to	O
be	O
there	place
.	O

She	person
was	O
also	O
never	O
forced	O
to	O
perform	O
labour	abstract
in	O
the	place
engine	place
room	place
.	O

They	person
also	O
claimed	O
Paris	person
was	O
a	person
volunteer	person
and	O
claim	O
she	person
has	O
a	abstract
vested	abstract
interest	abstract
for	abstract
misrepresenting	abstract
her	abstract
experiences	abstract
with	O
the	organization
Church	organization
.	O
