
How	abstract
to	abstract
Make	abstract
Vegan	abstract
Cupcakes	abstract

Two	O
Methods	object
:	O

Basic	object
Vanilla	object
Vegan	object
Cupcakes	object

Basic	object
Chocolate	object
Vegan	object
Cupcakes	object

No	O
need	O
to	O
give	O
up	O
wicked	object
cakes	object
when	O
you	person
toss	O
the	object
eggs	object
,	object
butter	object
,	object
and	object
milk	object
!	O

Here	O
's	O
a	O
great	object
vegan	object
cupcake	object
recipe	object
to	O
use	O
as	O
a	O
base	O
for	O
whatever	object
flavored	object
icing	object
you	person
want	O
to	O
add	O
to	O
it	object
.	O

They	object
're	O
guaranteed	O
to	O
be	O
light	O
and	O
fluffy	O
and	O
perfect	O
for	O
any	O
occasion	O
.	O

Ingredients	object

Method	object
1	object
:	O
Basic	object
Vanilla	object
Vegan	object
Cupcakes	object
:	O

Servings	abstract
:	O
18	quantity
-	quantity
24	quantity
(	O
fewer	quantity
if	O
you	person
opt	O
for	O
larger-sized	object
cupcakes	object
)	O

1	substance
tablespoon	substance
(	substance
15	substance
ml	substance
)	substance
apple	substance
cider	substance
vinegar	substance

1	substance
1/2	substance
cups	substance
(	substance
350	substance
ml	substance
)	substance
plain	substance
soy	substance
milk	substance

2	substance
3/4	substance
cups	substance
(	substance
345	substance
g	substance
)	substance
self	substance
raising	substance
flour	substance

2	substance
teaspoons	substance
(	substance
10	substance
g	substance
)	substance
baking	substance
powder	substance

1/2	substance
teaspoon	substance
baking	substance
soda	substance

1/2	substance
teaspoon	substance
salt	substance

1	substance
cup	substance
(	substance
200	substance
g	substance
)	substance
sugar	substance

1/2	substance
cup	substance
(	substance
120	substance
ml	substance
)	substance
vegetable	substance
oil	substance

1	substance
teaspoon	substance
vanilla	substance
extract	substance

Vegan	substance
icing	substance
of	O
your	person
choice	O

Method	substance
2	substance
:	O
Basic	substance
Chocolate	substance
Vegan	substance
Cupcakes	substance
:	O

Makes	O
approx	substance
:	substance
20	substance
-	substance
24	substance
cupcakes	substance
:	O

275	substance
g	substance
(	substance
2	substance
cups	substance
)	substance
plain	substance
or	substance
all-purpose	substance
flour	substance
(	substance
sifted	substance
)	substance

100	substance
g	substance
(	substance
3/4	substance
cup	substance
)	substance
quality	substance
cocoa	substance
powder	substance
(	substance
sifted	substance
)	substance

2	substance
teaspoons	substance
baking	substance
soda	substance

1	substance
teaspoon	substance
baking	substance
powder	substance

Pinch	substance
of	substance
salt	substance

450	substance
ml	substance
(	substance
1	substance
-	substance
3/4	substance
cup	substance
)	substance
unsweetened	substance
soy	substance
milk	substance

2	substance
teaspoons	substance
red	substance
wine	substance
or	O
apple	substance
cider	substance
vinegar	substance

320	substance
g	substance
(	substance
1	substance
-	substance
2/3	substance
cups	substance
)	substance
caster	substance
/	substance
superfine	substance
sugar	substance

320	substance
ml	substance
(	substance
1	substance
-	substance
1/4	substance
cups	substance
)	substance
sunflower	substance
oil	substance
(	O
or	O
coconut	substance
oil	substance
)	O

2	substance
tablespoons	substance
vanilla	substance
extract	substance
/	substance
essence	substance

Method	abstract
1	abstract
of	abstract
2	abstract
:	O
Basic	object
Vanilla	object
Vegan	object
Cupcakes	object
.	O

Preheat	O
the	object
oven	object
to	O
180	O
oC	O
/	O
350	O
oF	O
.	O

Prepare	O
the	object
muffin	object
tray	object
by	O
adding	O
cupcake	object
holders	object
/	object
cases	object
.	O

Put	O
to	O
one	O
side	O
.	O

Alternatively	O
,	O
use	O
a	object
silicone	object
cupcake	object
baking	object
sheet	object
with	object
molded	object
holes	object
.	O

Put	substance
the	substance
cider	substance
vinegar	substance
into	substance
a	substance
small	substance
bowl	substance
and	substance
add	substance
the	substance
soy	substance
milk	substance
.	O

Stir	O
this	substance
well	O
and	O
then	O
put	O
to	O
one	O
side	O
.	O

The	event
mixture	event
will	event
now	event
curdle	event
and	O
this	event
is	O
what	O
should	O
be	O
happening	O
.	O

Stir	O
together	O
the	substance
flour	substance
,	substance
sugar	substance
,	substance
baking	substance
powder	substance
,	substance
baking	substance
soda	substance
and	substance
salt	substance
.	O

If	O
you	person
want	O
chocolate	O
cupcakes	O
,	O
add	O
cocoa	substance
(	O
about	O
1/2	O
cup	O
)	O
to	O
this	O
stage	O
.	O

Stir	substance
the	substance
oil	substance
and	substance
vanilla	substance
extract	substance
into	substance
the	substance
bowl	substance
containing	substance
the	substance
soy	substance
milk	substance
and	substance
vinegar	substance
.	O

Mix	O
together	O
.	O

Add	O
the	O
wet	substance
ingredients	substance
to	O
the	O
dry	substance
ingredients	substance
and	O
beat	O
together	O
(	O
by	O
hand	O
or	O
with	O
an	object
electric	object
hand-held	object
mixer	object
)	O
.	O

Fill	O
the	object
muffin	object
pan	object
.	O

Usually	O
fill	O
each	O
paper	object
cupcake	object
holder	object
with	O
about	O
1/4	O
cup	O
of	O
batter	object
.	O

