
Isfahan	place

Isfahan	place
(	O
Persian	abstract
:	O
اصفهان	abstract
,	O
also	O
known	O
as	O
Esfahan	abstract
)	O
is	O
a	place
city	place
in	place
central	place
Iran	place
,	place
south	place
of	place
Tehran	place
and	place
is	place
the	place
capital	place
of	place
Isfahan	place
Province	place
.	O

The	person
Persians	person
call	O
it	place
"	O
Nesf-e-Jahan	O
"	O
,	O
meaning	O
"	O
Half	abstract
The	abstract
World	abstract
"	O
.	O

Due	O
to	O
its	abstract
beautiful	abstract
hand-painted	abstract
tiling	abstract
and	abstract
magnificent	abstract
public	abstract
square	abstract
,	O
it	place
is	O
considered	O
to	O
be	O
one	place
of	place
the	place
most	place
beautiful	place
cities	place
in	place
the	place
world	place
.	O

An	place
ancient	place
town	place
and	place
capital	place
of	place
Persia	place
from	place
1598	place
to	place
1722	place
,	O
it	place
was	O
long	O
noted	O
for	O
its	abstract
fine	abstract
carpets	abstract
and	abstract
silver	abstract
filigree	abstract
.	O

Today	abstract
,	O
textile	place
and	place
steel	place
mills	place
take	O
their	place
place	place
.	O

Its	abstract
architecture	abstract
,	abstract
tree-lined	abstract
boulevards	abstract
and	abstract
relaxed	abstract
pace	abstract
make	O
it	place
one	place
of	place
the	place
highlights	place
of	place
Iran	place
.	O

Understand	O

The	place
city	place
is	O
430	quantity
km	quantity
south	quantity
of	quantity
Tehran	quantity
at	quantity
the	quantity
foothills	quantity
of	quantity
the	quantity
Zagros	quantity
mountain	quantity
range	quantity
.	O

The	place
city	place
enjoys	O
a	abstract
temperate	abstract
climate	abstract
and	abstract
regular	abstract
seasons	abstract
.	O

Isfahan	place
is	O
located	O
on	O
the	place
main	place
north-south	place
and	place
east-west	place
routes	place
crossing	O
Iran	place
.	O

The	place
city	place
has	O
an	quantity
Armenian	quantity
Quarter	quantity
called	O
Jolfa	person
(	O
originally	O
called	O
New	person
Julfa	person
)	O
established	O
by	O
Shah	person
Abbas	person
I	person
in	O
the	time
1600s	time
after	O
he	person
destroyed	O
the	place
prosperous	place
Armenian	place
town	place
of	place
Julfa	place
in	place
Armenia	place
and	O
forced	O
all	person
of	person
the	person
Armenians	person
to	O
move	O
to	O
Persia	place
,	O
mostly	O
to	O
Isfahan	place
.	O

They	person
were	O
allocated	O
land	abstract
and	O
rebuilt	O
a	organization
prosperous	organization
community	organization
that	O
was	O
a	O
key	O
part	O
of	O
an	abstract
Armenian	abstract
trade	abstract
network	abstract
extending	O
from	O
Singapore	place
and	place
India	place
to	O
Venice	place
and	place
Amsterdam	place
.	O

Today	abstract
the	time
quarter	time
still	O
has	O
many	abstract
Armenian	abstract
Churches	abstract
,	abstract
an	abstract
Armenian	abstract
school	abstract
,	abstract
shops	abstract
and	abstract
Armenian	abstract
residents	abstract
.	O

Get	O
in	O

By	O
plane	object

Isfahan	place
International	place
Airport	place
or	place
Isfahan	place
Shahid	place
Beheshti	place
(	O
IATA	organization
:	organization
IFN	organization
)	O
was	O
a	place
military	place
air	place
base	place
before	place
the	place
revolution	place
.	O

There	O
are	O
daily	event
flights	event
to	event
Tehran	event
and	event
Mashhad	event
in	event
Iran	event
.	O

There	O
are	O
also	O
flights	event
to	event
Damascus	event
,	event
Dubai	event
,	event
Kuwait	event
and	event
Istanbul	event
.	O

From	O
the	place
Airport	place
you	person
can	O
take	O
cab	object
for	object
c.	object
IRR	object
200,000	object
to	object
the	object
city	object
centre	object
.	O

Since	O
most	person
people	person
are	O
going	O
there	O
anyway	O
,	O
you	person
can	O
always	O
ask	O
people	person
to	O
share	O
taxi	object
.	O

See	O

Squares	place
and	place
streets	place

Naqsh-e	place
Jahan	place
Square	place

1	O
Naqsh-e	place
Jahan	place
Square	place
.	O

Also	O
known	O
as	O
shah	abstract
square	abstract
or	O
imam	abstract
square	abstract
-	O
1602	time
(	O
Meidan	person
Emam	person
)	O
.	O

The	place
square	place
contains	O
two	abstract
mosques	abstract
,	abstract
a	abstract
palace	abstract
,	abstract
and	abstract
the	abstract
bazaar	abstract
.	O

The	place
square	place
is	O
the	place
largest	place
historical	place
public	place
square	place
in	place
the	place
world	place
after	place
Tiananmen	place
Square	place
in	place
Beijing	place
and	place
it	place
is	place
a	place
UNESCO	place
World	place
Heritage	place
Site	place
.	O

The	place
square	place
is	O
surrounded	O
by	O
buildings	place
from	place
the	place
Safavid	place
era	place
.	O

This	O
a	O
very	O
popular	O
place	O
for	O
locals	person
to	O
picnic	O
on	O
Friday	time
and	time
holiday	time
evenings	time
.	O

2	O
Chaharbagh	place
Boulevard	place
.	O

1596	time
,	O
dating	O
from	O
the	time
Saffavid	time
era	time
,	O
the	place
avenue	place
is	O
the	O
most	O
historically	O
famous	O
in	O
all	place
of	place
Persia	place
.	O

Meydan	abstract
Kohne	abstract
.	O

Shahshahan	place
Square	place
.	O

Mosques	place

Shah	place
Mosque	place

Sheikh	place
Lotfollah	place
Mosque	place
,	O
interior	person
of	person
the	person
dome	person

The	place
stunning	place
mosques	place
of	place
Isfahan	place
are	O
among	O
the	O
most	O
beautiful	O
and	O
interesting	O
in	O
the	place
world	place
.	O

3	O
Imam	place
Mosque	place
(	O
called	O
Shah	place
Mosque	place
before	O
the	abstract
revolution	abstract
)	O
,	O
Naqsh-e	person
Jahan	person
Square	person
,	O
south	O
side	abstract
.	O

Built	O
during	O
the	abstract
Safavid	abstract
period	abstract
,	O
it	abstract
is	O
an	abstract
excellent	abstract
example	abstract
of	abstract
Islamic	abstract
architecture	abstract
of	abstract
Iran	abstract
,	abstract
and	abstract
regarded	abstract
as	abstract
one	abstract
of	abstract
the	abstract
masterpieces	abstract
of	abstract
Persian	abstract
Architecture	abstract
.	O

It	object
is	O
registered	O
as	O
a	O
UNESCO	abstract
World	abstract
Heritage	abstract
Site	O
.	O

Its	abstract
splendour	abstract
is	O
mainly	O
due	O
to	O
the	abstract
beauty	abstract
of	abstract
its	abstract
seven-colour	abstract
mosaic	abstract
tiles	abstract
and	abstract
calligraphic	abstract
inscriptions	abstract
.	O

4	O
Sheikh	place
Lotf	place
Allah	place
Mosque	place
,	O
Naqsh-e	person
Jahan	person
Square	person
,	O
east	O
side	O
.	O

One	object
of	object
the	object
architectural	object
masterpieces	object
of	object
Safavid	object
Iranian	object
architecture	object
,	O
this	place
mosque	place
is	O
considered	O
to	O
be	O
the	O
most	O
beautiful	O
in	O
Iran	place
.	O

Built	O
in	O
1602	time
by	O
Shah	person
Abbas	person
I.=	person
and	O
designed	O
by	O
his	person
chief	person
architect	person
,	O
Sheikh	person
Bahai	person
.	O

The	place
mosque	place
was	O
designed	O
to	O
be	O
a	place
private	place
mosque	place
for	place
the	place
royal	place
family	place
and	O
therefore	O
it	place
does	O
not	O
have	O
any	animal
minarets	animal
.	O

There	O
is	O
a	object
tunnel	object
from	object
the	object
mosque	object
to	object
the	object
Royal	object
Palace	object
,	O
across	O
the	place
square	place
.	O

5	O
Masjed-e	person
Jāmé	person
of	person
Isfahan	person
,	O
north	O
of	O
Naqsh-e	person
Jahan	person
Square	person
in	person
the	person
old	person
quarter	person
.	O

Started	O
in	O
AD	abstract
842	abstract
,	O
this	abstract
is	O
the	abstract
first	abstract
Islamic	abstract
building	abstract
to	O
adopt	O
the	abstract
four-courtyard	abstract
layout	abstract
of	abstract
Sassanid	abstract
palaces	abstract
.	O

6	O
Hakim	place
Mosque	place
,	place
Hakim	place
(	O
north	O
of	O
Naqsh-e	person
Jahan	person
in	person
the	person
old	person
quarter	person
)	O
.	O

One	place
of	place
the	place
oldest	place
mosques	place
in	O
Isfahan	place
.	O

Built	O
by	O
Shah	person
Abbas	person
II	person
between	person
1656	person
and	person
1662	person
.	O

Located	O
on	O
the	place
site	place
of	place
a	place
10th	place
century	place
mosque	place
.	O

The	place
portal	place
was	O
covered	O
in	O
mud	abstract
until	O
it	abstract
was	O
discovered	O
in	O
1956	time
.	O

Palaces	place

Ali	organization
Qapu	organization
Palace	organization

Chehel	animal
Sotoun	animal

7	O
Ālī	organization
Qāpū	organization
(	O
The	organization
Royal	organization
